ticker,date,text,likes,retweets,clean_text,sentiment_score
AAPL,2025-08-01 12:20:43+00:00,"Just in: Raymond James raises $AAPL price target to $240 from $230, maintaining an Outperform rating. Strong Q3 results and robust demand for iPhone 16, especially in China, drive optimism. Analyst sees potential in upcoming Apple Intelligence updates.",2,0,just in raymond james raises price target to from maintaining an outperform rating strong q3 results and robust demand for iphone 16 especially in china drive optimism analyst sees potential in upcoming apple intelligence updates,1
AAPL,2025-08-01 11:30:02+00:00,"Apple (AAPL) Shares Jump Following Earnings Report https://t.co/jvx1b2rIZb 

#Gold #Silver #Coin #Gold #NVDA #NZDUSD #Gold #FOMC #IOTA $EUR #USDJPY",0,0,apple aapl shares jump following earnings report gold silver coin gold nvda nzdusd gold fomc iota usdjpy,0
AAPL,2025-08-01 10:40:03+00:00,"�� Apple is falling | 10:41:12

$AAPL Price: $207.57
Change: -0.71%
Volume: 78,744,400

#Apple #Trading #104112 https://t.co/zF0irJwE6b",0,0,�� apple is falling 104112 price 57 change 071 volume 78744400 apple trading 104112,-1
AAPL,2025-08-01 10:31:01+00:00,Those $AAPL earnings: https://t.co/TfjAQJSAgC,1,0,those earnings,0
AAPL,2025-08-01 10:00:01+00:00,"�� Apple is falling | 10:01:10

$AAPL Price: $207.57
Change: -0.71%
Volume: 78,744,400

#Apple #Trading #100110 https://t.co/I3ZlC4aGaT",0,0,�� apple is falling 100110 price 57 change 071 volume 78744400 apple trading 100110,-1
AAPL,2025-08-01 08:00:18+00:00,"$AAPL As Apple Teases IOS 26, Is AAPL Stock A Buy, Sell, Or Hold? - https://t.co/WUtoZDQyAu #stocks #news https://t.co/kB2SLyNNKn",0,0,as apple teases ios 26 is aapl stock a buy sell or hold stocks news,0
AAPL,2025-08-01 05:21:34+00:00,Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/sifGObL1Hn via @WSJ,0,0,apple iphone sales blew past wall street’s expectations in the june quarter as some us consumers rushed to buy their devices before potential price increases from tariffs via,1
AAPL,2025-08-01 04:34:25+00:00,"@munster_gene And are you accepting that response? Me, NO! I sold 90% of my $AAPL stock, last thing I need is a rotten apple in my portfolio",1,0,and are you accepting that response me no i sold 90 of my stock last thing i need is a rotten apple in my portfolio,0
AAPL,2025-08-01 04:04:28+00:00,@akafaceUS Buy $AAPL stock and go breakdancing,2,0,buy stock and go breakdancing,0
AAPL,2025-08-01 02:57:55+00:00,Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/WQ1k7mkVSL via @WSJ,2,0,apple iphone sales blew past wall street’s expectations in the june quarter as some us consumers rushed to buy their devices before potential price increases from tariffs via,1
AAPL,2025-08-01 00:41:13+00:00,⁦@Apple⁩ iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/4BFkdpo8PS,1,0,⁦⁩ iphone sales blew past wall street’s expectations in the june quarter as some us consumers rushed to buy their devices before potential price increases from tariffs,-1
AAPL,2025-08-01 00:14:02+00:00,"$AAPL shares are up 2% on great news and guidance, underscoring that investors don’t believe it’s sustainable.

I think otherwise. Here's my takeaway from the quarter.

https://t.co/6tCqVNVlHI",169,18,shares are up 2 on great news and guidance underscoring that investors don’t believe it’s sustainable i think otherwise heres my takeaway from the quarter,1
AAPL,2025-07-31 22:59:04+00:00,Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/Yi0OLxee61,1,1,apple iphone sales blew past wall street’s expectations in the june quarter as some us consumers rushed to buy their devices before potential price increases from tariffs,1
AAPL,2025-07-31 22:58:59+00:00,"Apple Earnings: iPhone Sales Blow Past Estimates as Customers Raced to Beat Tariffs | The company’s revenue rose about 10%, showing an unexpected ability to weather tariff blows.   -WSJ https://t.co/HKKxBzz8kU",0,0,apple earnings iphone sales blow past estimates as customers raced to beat tariffs the company’s revenue rose about 10 showing an unexpected ability to weather tariff blows wsj,1
AAPL,2025-07-31 22:26:03+00:00,Apple Earnings: iPhone Sales Blow Past Estimates as Customers Raced to Beat Tariffs - WSJ https://t.co/VqPuhXrcXV,0,0,apple earnings iphone sales blow past estimates as customers raced to beat tariffs wsj,-1
AAPL,2025-07-31 22:09:46+00:00,"What are your thoughts on Saylor giving ""earnings guidance"" which in the case of $MSTR is based on guessing future BTC valuation? @JoshMandell6 I don't remember Buffett doing that for his $KO and $AAPL shares, haha.",3,0,what are your thoughts on saylor giving earnings guidance which in the case of is based on guessing future btc valuation i dont remember buffett doing that for his and shares haha,0
AAPL,2025-07-31 22:05:46+00:00,"Didn’t Apple help build the CCP’s entire IT infrastructure? While selling phones.
Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/EQrCQFEINk",1,0,didn’t apple help build the ccp’s entire it infrastructure while selling phones apple iphone sales blew past wall street’s expectations in the june quarter as some us consumers rushed to buy their devices before potential price increases from tariffs,1
AAPL,2025-07-31 22:04:34+00:00,Apple Earnings: iPhone Sales Blow Past Estimates as Customers Raced to Beat Tariffs - WSJ https://t.co/johcwqb0vW,0,0,apple earnings iphone sales blow past estimates as customers raced to beat tariffs wsj,-1
AAPL,2025-07-31 21:48:07+00:00,Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/IoYumWmHOX via @WSJ,24,5,apple iphone sales blew past wall street’s expectations in the june quarter as some us consumers rushed to buy their devices before potential price increases from tariffs via,1
AAPL,2025-07-31 21:44:58+00:00,@unusual_whales Time to go buy more $AAPL stock https://t.co/OEvvEBAoxU,0,0,time to go buy more stock,0
AAPL,2025-07-31 21:43:29+00:00,@ModernDayInves That’s what people said two years ago. $AAPL stock has not grown much in the last two years.,0,0,that’s what people said two years ago stock has not grown much in the last two years,0
AAPL,2025-07-31 21:41:01+00:00,@TradingThomas3 Takes a long time dump $3 t in aapl stock- where you going to move it to.,1,0,takes a long time dump t in aapl stock where you going to move it to,0
AAPL,2025-07-31 21:33:10+00:00,"While I no longer hold $AAPL stock, I did for a long time. I still have an iPhone. I still have a Mac. Growing up, Apple was the pinnacle of innovation. 

Lately, that has not been the case. Every new phone is marginally better than the last, same thing with iOS updates. Apple",0,0,while i no longer hold stock i did for a long time i still have an iphone i still have a mac growing up apple was the pinnacle of innovation lately that has not been the case every new phone is marginally better than the last same thing with ios updates apple,0
AAPL,2025-07-31 21:27:26+00:00,$aapl congratulations $aapl stock holders $250 easy with this massive announcement ai partner with $nvda 🚀🚀🚀🚀 https://t.co/rWH4rxeRxJ,0,0,congratulations stock holders easy with this massive announcement ai partner with 🚀🚀🚀🚀,0
AAPL,2025-07-31 21:23:50+00:00,"$AAPL stock now up 1% (was up 2% at start of the call) on the comment about the tariff impact in September will increase to $1.1B from $900m. 

The $1.1B is not the issue, it's small, about 2% of revenue. The problem is it went up quarter on quarter and begs the questions for",57,6,stock now up 1 was up 2 at start of the call on the comment about the tariff impact in september will increase to 1b from the 1b is not the issue its small about 2 of revenue the problem is it went up quarter on quarter and begs the questions for,1
AAPL,2025-07-31 21:01:25+00:00,"Apple Inc (AAPL) price at close, 2025-07-31, is 207.57.",0,0,apple inc aapl price at close 20250731 is 20757,0
AAPL,2025-07-31 20:54:15+00:00,$AAPL Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/MGrEdOPOVt via @WSJ,2,1,apple iphone sales blew past wall street’s expectations in the june quarter as some us consumers rushed to buy their devices before potential price increases from tariffs via,1
AAPL,2025-07-31 20:51:15+00:00,Just in: $AAPL stock up 3% after the company announces better than expected Q3-25 earnings. https://t.co/BTu4RaRTqa,1,1,just in stock up 3 after the company announces better than expected q325 earnings,1
AAPL,2025-07-31 20:50:02+00:00,"Apple (AAPL) Stock Price, News &amp; Analyst Forecast –eToro https://t.co/FeNra4jRL4",0,0,apple aapl stock price news amp analyst forecast –etoro,0
AAPL,2025-07-31 20:45:53+00:00,"Great quarter by $AAPL, stock blasted off 🚀…. Back to Wednesday’s high https://t.co/DK2dwN1fJy",1,1,great quarter by stock blasted off 🚀… back to wednesday’s high,1
AAPL,2025-07-31 20:36:34+00:00,"�� Apple is falling | 20:37:43

$AAPL Price: $207.57
Change: -0.71%
Volume: 64,700,006

#Apple #Trading #203743 https://t.co/5MQi32FAjD",0,0,�� apple is falling 203743 price 57 change 071 volume 64700006 apple trading 203743,-1
AAPL,2025-07-31 20:35:43+00:00,Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/GaNreiU1jA,14,2,apple iphone sales blew past wall street’s expectations in the june quarter as some us consumers rushed to buy their devices before potential price increases from tariffs,1
AAPL,2025-07-31 20:35:00+00:00,APPLE ($AAPL) SHARES UP 2.7% IMMEDIATELY,0,0,apple shares up 27 immediately,0
AAPL,2025-07-31 19:13:05+00:00,$AAPL - Stock seeing 3 time the call flow coming in pre earnings. Net flow is slightly positive. market expects a $8 move post earnings. Company to report lower revenue and EPS numbers. AI related growth will be on high watch. https://t.co/jBY7oVrTSS,1,0,stock seeing 3 time the call flow coming in pre earnings net flow is slightly positive market expects a move post earnings company to report lower revenue and eps numbers ai related growth will be on high watch,-1
AAPL,2025-07-31 19:05:48+00:00,"$AAPL price action this year reminds me of the 80s - written off, has been. I would argue otherwise. $AAPL is seasonally strong in August. The chart is interesting, consolidating around early April gap below 200-DMA. $AAPL vs. $QQQ oversold.

Think $AAPL buys Anthropic this year https://t.co/Et9pQhUQ8w",4,0,price action this year reminds me of the 80s written off has been i would argue otherwise is seasonally strong in august the chart is interesting consolidating around early april gap below 200dma vs oversold think buys anthropic this year,1
AAPL,2025-07-31 18:58:21+00:00,$AAPL stock price rising...helps when you have stock buybacks all the time. https://t.co/OwtMwUZt9K,0,0,stock price risinghelps when you have stock buybacks all the time,0
AAPL,2025-07-31 15:32:43+00:00,"Apple reports earnings later today. 

A growing list of headwinds have contributed to $AAPL shares experiencing some of their worst underperformance relative to peers and the market in recent memory. This has led to expectations being low heading into the release. 

I discuss https://t.co/x23KDQcWuq",2,0,apple reports earnings later today a growing list of headwinds have contributed to shares experiencing some of their worst underperformance relative to peers and the market in recent memory this has led to expectations being low heading into the release i discuss,-1
AAPL,2025-07-31 15:24:22+00:00,"The SP500 has gained 8.70% YTD 🟢 meanwhile Apple is down 14.50% YTD 🔴

Apple reports earnings after the bell today. Will this be the turning point for $AAPL stock? https://t.co/2L2JQZxm2F",18,1,the sp500 has gained 870 ytd 🟢 meanwhile apple is down 1450 ytd 🔴 apple reports earnings after the bell today will this be the turning point for stock,-1
AAPL,2025-07-31 14:16:17+00:00,"Apple earnings updates: Analysts want updates on AI progress, iPhone demand, with the stock down 16% https://t.co/yJxXMydqMH",10,4,apple earnings updates analysts want updates on ai progress iphone demand with the stock down 16,-1
AAPL,2025-07-31 14:14:41+00:00,"Apple earnings updates: Analysts want updates on AI progress, iPhone demand, with the stock down 16% https://t.co/vspH63SyDt",0,0,apple earnings updates analysts want updates on ai progress iphone demand with the stock down 16,-1
TSLA,2025-08-01 20:32:39+00:00,"@HolySmokas Dont be foolish with nonsense, you are to good for that, this will go to a higher court, certainly not finish, quit with the , i win you lose with the tsla stock, just stop",1,0,dont be foolish with nonsense you are to good for that this will go to a higher court certainly not finish quit with the i win you lose with the tsla stock just stop,0
TSLA,2025-08-01 20:28:00+00:00,The only thing holding $tsla stock down is…………the safety drivers/safety riders. Once they go away……..sky is the limit for @tsla.,0,0,the only thing holding stock down is…………the safety driverssafety riders once they go away……sky is the limit for,-1
TSLA,2025-08-01 20:14:54+00:00,"Need some advice

Would you guys think to sell some of your $TSLA stock to buy a Tesla? 

I am considering this, but keep having battles in my head to not do it",0,0,need some advice would you guys think to sell some of your stock to buy a tesla i am considering this but keep having battles in my head to not do it,0
TSLA,2025-08-01 20:11:58+00:00,"@elonmusk @SawyerMerritt Yes, fight this. We can’t have TSLA stock going down any further. 😂",1,0,yes fight this we can’t have tsla stock going down any further 😂,-1
TSLA,2025-08-01 20:10:53+00:00,"Is that a live ticker of the $tsla stock, 30 % off? https://t.co/oCjFZ1Su1r",1,0,is that a live ticker of the stock 30 off,0
TSLA,2025-08-01 20:08:32+00:00,"@grok @FlyingVVFlying @jakeshieldsajj @elonmusk I think it’s time to sell my TSLA stock.
@elonmusk 

You are putting this shit in our cars?
Lmao.

Ok.",2,2,i think it’s time to sell my tsla stock you are putting this shit in our cars lmao ok,0
TSLA,2025-08-01 20:06:53+00:00,Wow $NIO one of the only green tickers out there. Many sold their $TSLA shares today to jump in $NIO. They will be rewarded. Great week now time to eat! https://t.co/Ec0KHtzO3x,9,0,wow one of the only green tickers out there many sold their shares today to jump in they will be rewarded great week now time to eat,0
TSLA,2025-08-01 19:51:28+00:00,"@Entertained_1 @mmomboisse Amazing tsla stock is still above 300, for how long I wonder.",1,0,amazing tsla stock is still above 300 for how long i wonder,0
TSLA,2025-08-01 19:46:46+00:00,"@TeslaBoomerMama Im hoping for all but no way Elon buy back $tsla shares.
Probably a mix of A and B.",2,1,im hoping for all but no way elon buy back shares probably a mix of a and b,0
TSLA,2025-08-01 19:24:54+00:00,"@lickitysplit_7 correct /
at least with drones etc, you can get direct drone exposure

there are scenarios that optimus does great but tsla stock is still down",1,0,correct at least with drones etc you can get direct drone exposure there are scenarios that optimus does great but tsla stock is still down,0
TSLA,2025-08-01 18:56:06+00:00,"This award essentially negates the profits from around 40,000 FSD sales, which is a significant chunk of what Tesla sells in a year.

And to think that Musk said (before he scampered to create fake robots) that THIS deadly product is the only reason to own $TSLA stock! https://t.co/OGmsuo8iXi",31,6,this award essentially negates the profits from around 40000 fsd sales which is a significant chunk of what tesla sells in a year and to think that musk said before he scampered to create fake robots that this deadly product is the only reason to own stock,0
TSLA,2025-08-01 18:54:50+00:00,@IncomeSharks I'm still in the green with all my $TSLA stock. This does look like a fine buying opportunity though....  See ya on Monday!,0,0,im still in the green with all my stock this does look like a fine buying opportunity though see ya on monday,0
TSLA,2025-08-01 18:45:30+00:00,I’m calling it again…  Earlier last year in August I called that $TSLA would bottom when it was $180 and shortly after it ran to $440+  Now $TSLA is setting up exactly like last time.  This time I predict $TSLA stock price will hit $500+ by September 2025.  Mark my words…,0,0,i’m calling it again… earlier last year in august i called that would bottom when it was and shortly after it ran to now is setting up exactly like last time this time i predict stock price will hit by september 2025 mark my words…,0
TSLA,2025-08-01 18:32:28+00:00,"@DocTesla83 @LarryTal101 That extinguished that toxic $12 billion in Twitter acquisition debt.

As of the end of last year, Musk had $71 billion in personal loans collateralized by $TSLA stock.",0,0,that extinguished that toxic billion in twitter acquisition debt as of the end of last year musk had billion in personal loans collateralized by stock,0
TSLA,2025-08-01 18:28:20+00:00,The $TSLA stock price is currently:,2,0,the stock price is currently,0
TSLA,2025-08-01 18:18:23+00:00,"Elon Musk is welcome to vote my $TSLA shares.

Can I sign him up as a permanent proxy holder?

@TeslaBoomerMama",146,1,elon musk is welcome to vote my shares can i sign him up as a permanent proxy holder,0
TSLA,2025-08-01 18:13:21+00:00,"@TeslaBoomerMama @elonmusk @teslaownersSV @elonmusk We, as retail investors, fully support you and Tesla. However, we ask that you be mindful of the TSLA price, as we have our bills to pay and families to support. 🙏👊🌹",0,0,we as retail investors fully support you and tesla however we ask that you be mindful of the tsla price as we have our bills to pay and families to support 🙏👊🌹,0
TSLA,2025-08-01 17:59:48+00:00,"Still guessing when to buy or sell Tesla? 👀
CTI gives you real-time trading signals, tested and trusted.
Try it for 1 month FREE — no strings attached.

💬 DM us “CTI” to get started today

https://t.co/VcaujyPx0w

#TeslaSignals #CTITrial #TradeSmarter #proceedit https://t.co/F2J8zAs8o9",1,0,still guessing when to buy or sell tesla 👀 cti gives you realtime trading signals tested and trusted try it for 1 month free — no strings attached 💬 dm us “cti” to get started today teslasignals ctitrial tradesmarter proceedit,0
TSLA,2025-08-01 17:55:15+00:00,@disclosetv Too little too late. Elon already played into the lie that “Trump is a p*do”. Elon can fuck himself in the face as far as I’m concerned. Should focus on his plummeting $TSLA stock.,1,0,too little too late elon already played into the lie that “trump is a pdo” elon can fuck himself in the face as far as i’m concerned should focus on his plummeting stock,0
TSLA,2025-08-01 17:40:06+00:00,"The gain on Tesla $TSLA stock is 0% if you invested in the the first week of Jan 2021.

The status of Tesla $TSLA stock as a ""buy and hold"" investment is currently a subject of intense debate among investors and analyst .

The opportunity cost lost by sticking to Tesla over the https://t.co/qUl2xayp3d",0,0,the gain on tesla stock is 0 if you invested in the the first week of jan 2021 the status of tesla stock as a buy and hold investment is currently a subject of intense debate among investors and analyst the opportunity cost lost by sticking to tesla over the,0
TSLA,2025-08-01 17:33:24+00:00,"@BogdanLazarec @aboongm1 Fact that dithering buffoon Elon Musk 🤡 is unable to produce and sell a proper 7-seater Tesla SUV for under $30,000 like the Chinese can proves that Tesla’s “economies of scale and vertical integration” are bogus / vaporware. Why $TSLA stock is stuck where it was 58 months ago. https://t.co/8PqG2IEYZs",0,0,fact that dithering buffoon elon musk 🤡 is unable to produce and sell a proper 7seater tesla suv for under 000 like the chinese can proves that tesla’s “economies of scale and vertical integration” are bogus vaporware why stock is stuck where it was 58 months ago,-1
TSLA,2025-08-01 17:32:44+00:00,"Fact that dithering buffoon Elon Musk 🤡 is unable to produce and sell a proper 7-seater Tesla SUV for under $30,000 like Nio $NIO can proves that Tesla’s “economies of scale and vertical integration” are bogus / vaporware. Why $TSLA stock is stuck where it was 58 months ago. https://t.co/8PqG2IFwP0",1,1,fact that dithering buffoon elon musk 🤡 is unable to produce and sell a proper 7seater tesla suv for under 000 like nio can proves that tesla’s “economies of scale and vertical integration” are bogus vaporware why stock is stuck where it was 58 months ago,-1
TSLA,2025-08-01 17:32:15+00:00,"@alc2022 $TSLA stock has been trading sideways for 4 years inspite of the cars driving themselves now. There, corrected it for you.",2,0,stock has been trading sideways for 4 years inspite of the cars driving themselves now there corrected it for you,0
TSLA,2025-08-01 17:31:53+00:00,"Fact that dithering buffoon Elon Musk 🤡 is unable to produce and sell a proper 7-seater Tesla SUV for under $30,000 like the Chinese can proves that Tesla’s “economies of scale and vertical integration” are bogus / vaporware. Why $TSLA stock is stuck where it was 58 months ago. https://t.co/8q8nKSNTe8",6,2,fact that dithering buffoon elon musk 🤡 is unable to produce and sell a proper 7seater tesla suv for under 000 like the chinese can proves that tesla’s “economies of scale and vertical integration” are bogus vaporware why stock is stuck where it was 58 months ago,-1
TSLA,2025-08-01 17:23:33+00:00,@CarCounsel @better_huma_ity Tesla FSD almost kills family and proves why $TSLA was rated most dangerous car with highest accident fatality rate in the industry. Get why Tesla board chair Robyn Denholm sold nearly all her $TSLA stock?   https://t.co/lHE9RLfE5o,0,0,tesla fsd almost kills family and proves why was rated most dangerous car with highest accident fatality rate in the industry get why tesla board chair robyn denholm sold nearly all her stock,0
TSLA,2025-08-01 17:18:52+00:00,"@YammerTime01 Musk has 238 million shares pledged in excess of the #tesla bylaws
@elonmusk if sells or is forced to sell just a minority portion of his holdings $tsla shares may crash
Elon musk is only a billionaire on paper https://t.co/KqxwONW4iK",1,1,musk has 238 million shares pledged in excess of the tesla bylaws if sells or is forced to sell just a minority portion of his holdings shares may crash elon musk is only a billionaire on paper,0
TSLA,2025-08-01 16:44:57+00:00,"$TSLA stock has been trading sideways for 4 years. 

 But the cars drive themselves now. https://t.co/O656O9byRc",0,0,stock has been trading sideways for 4 years but the cars drive themselves now,0
TSLA,2025-08-01 16:38:01+00:00,@AndrewShakes1 @AydenMMiller Tesla stock is lower than where it was 58 months ago. Don’t expect it to go higher now that its share of global EV market has plummeted from 70% to &lt;4% as superior rivals crush it. Get why insiders keep selling $TSLA shares and not buying any? https://t.co/ln7rRFo7qQ,0,0,tesla stock is lower than where it was 58 months ago don’t expect it to go higher now that its share of global ev market has plummeted from 70 to lt4 as superior rivals crush it get why insiders keep selling shares and not buying any,-1
TSLA,2025-08-01 16:37:57+00:00,@Ledge_Andary @AydenMMiller Tesla stock is lower than where it was 58 months ago. Don’t expect it to go higher now that its share of global EV market has plummeted from 70% to &lt;4% as superior rivals crush it. Get why insiders keep selling $TSLA shares and not buying any? https://t.co/ln7rRFo7qQ,0,0,tesla stock is lower than where it was 58 months ago don’t expect it to go higher now that its share of global ev market has plummeted from 70 to lt4 as superior rivals crush it get why insiders keep selling shares and not buying any,-1
TSLA,2025-08-01 16:37:07+00:00,One of the big Tesla accounts should consider running a poll asking shareholders if they think Elon should start buying back the TSLA shares he sold for Twitter to regain some of the control he gave up (voluntarily and notwithstanding his pledge to be first in last out) now that,25,4,one of the big tesla accounts should consider running a poll asking shareholders if they think elon should start buying back the tsla shares he sold for twitter to regain some of the control he gave up voluntarily and notwithstanding his pledge to be first in last out now that,0
TSLA,2025-08-01 16:35:01+00:00,@Lucia7248590816 @AydenMMiller Tesla stock is lower than where it was 58 months ago. Don’t expect it to go higher now that its share of global EV market has plummeted from 70% to &lt;4% as superior rivals crush it. Get why insiders keep selling $TSLA shares and not buying any? https://t.co/F0UBRMWZDK,0,0,tesla stock is lower than where it was 58 months ago don’t expect it to go higher now that its share of global ev market has plummeted from 70 to lt4 as superior rivals crush it get why insiders keep selling shares and not buying any,-1
TSLA,2025-08-01 16:34:55+00:00,@RandyWitt @AydenMMiller Tesla stock is lower than where it was 58 months ago. Don’t expect it to go higher now that its share of global EV market has plummeted from 70% to &lt;4% as superior rivals crush it. Get why insiders keep selling $TSLA shares and not buying any? https://t.co/F0UBRMWZDK,0,0,tesla stock is lower than where it was 58 months ago don’t expect it to go higher now that its share of global ev market has plummeted from 70 to lt4 as superior rivals crush it get why insiders keep selling shares and not buying any,-1
TSLA,2025-08-01 16:34:44+00:00,@dbielecki @AydenMMiller Tesla stock is lower than where it was 58 months ago. Don’t expect it to go higher now that its share of global EV market has plummeted from 70% to &lt;4% as superior rivals crush it. Get why insiders keep selling $TSLA shares and not buying any? https://t.co/F0UBRMWZDK https://t.co/l6auJKESfV,0,0,tesla stock is lower than where it was 58 months ago don’t expect it to go higher now that its share of global ev market has plummeted from 70 to lt4 as superior rivals crush it get why insiders keep selling shares and not buying any,-1
TSLA,2025-08-01 16:21:41+00:00,"$TSLA stock has been trading sideways for 4 years.

But the cars drive themselves now. https://t.co/yKxJ0xIL9F",482,26,stock has been trading sideways for 4 years but the cars drive themselves now,0
TSLA,2025-08-01 16:20:47+00:00,"Seems pretty clear that Tesla adding new vehicles or expanding the service area will not move $TSLA stock significantly. The real signal for the stock is removing the safety driver.

I don’t think they get there with the current version of software, v13.3. They will need the next",1,0,seems pretty clear that tesla adding new vehicles or expanding the service area will not move stock significantly the real signal for the stock is removing the safety driver i don’t think they get there with the current version of software v133 they will need the next,0
TSLA,2025-08-01 15:58:09+00:00,"Amazing, for those who pressing $tsla price to create a short term illusion, time to buy back your position is very little and likely you are missing them https://t.co/eeXSkr0D9r",1,0,amazing for those who pressing price to create a short term illusion time to buy back your position is very little and likely you are missing them,0
TSLA,2025-08-01 15:55:11+00:00,"If indeed the intention to give Elon 25% Voting power, then here’s the solution:

BUY BACK  $TSLA Shares he sold to buy another publicly traded company called Twitter as a CEO of publicly traded company !  

How ?!

Space X is approaching over 400B in valuation and he has over https://t.co/2MgdKlHhuj",96,11,if indeed the intention to give elon 25 voting power then here’s the solution buy back shares he sold to buy another publicly traded company called twitter as a ceo of publicly traded company how space x is approaching over 400b in valuation and he has over,0
TSLA,2025-08-01 15:47:25+00:00,I want to live an ordinary life and provide for my family &amp; see all of us healthy. I have very limited wants and my needs are always below the means. Only thing I want is more $TSLA shares! You do you.,0,0,i want to live an ordinary life and provide for my family amp see all of us healthy i have very limited wants and my needs are always below the means only thing i want is more shares you do you,0
TSLA,2025-08-01 15:41:00+00:00,"@Maldivawow Nope. And here Tesla FSD v13.2.9 attempts to smash through a closed road barrier, before the human driver intervenes.  Get why Tesla “robotaxis” are supervised and don’t operate on highways?  Why board chair Robyn Denholm sold nearly all her $TSLA stock?  https://t.co/fjOTcSPQix",1,0,nope and here tesla fsd v1329 attempts to smash through a closed road barrier before the human driver intervenes get why tesla “robotaxis” are supervised and don’t operate on highways why board chair robyn denholm sold nearly all her stock,0
