ticker,date,text,likes,retweets
TSLA,2025-08-01 17:23:33+00:00,@CarCounsel @better_huma_ity Tesla FSD almost kills family and proves why $TSLA was rated most dangerous car with highest accident fatality rate in the industry. Get why Tesla board chair Robyn Denholm sold nearly all her $TSLA stock?   https://t.co/lHE9RLfE5o,0,0
TSLA,2025-08-01 17:18:52+00:00,"@YammerTime01 Musk has 238 million shares pledged in excess of the #tesla bylaws
@elonmusk if sells or is forced to sell just a minority portion of his holdings $tsla shares may crash
Elon musk is only a billionaire on paper https://t.co/KqxwONW4iK",1,1
TSLA,2025-08-01 16:44:57+00:00,"$TSLA stock has been trading sideways for 4 years. 

 But the cars drive themselves now. https://t.co/O656O9byRc",0,0
TSLA,2025-08-01 16:38:01+00:00,@AndrewShakes1 @AydenMMiller Tesla stock is lower than where it was 58 months ago. Don’t expect it to go higher now that its share of global EV market has plummeted from 70% to &lt;4% as superior rivals crush it. Get why insiders keep selling $TSLA shares and not buying any? https://t.co/ln7rRFo7qQ,0,0
TSLA,2025-08-01 16:37:57+00:00,@Ledge_Andary @AydenMMiller Tesla stock is lower than where it was 58 months ago. Don’t expect it to go higher now that its share of global EV market has plummeted from 70% to &lt;4% as superior rivals crush it. Get why insiders keep selling $TSLA shares and not buying any? https://t.co/ln7rRFo7qQ,0,0
TSLA,2025-08-01 16:37:07+00:00,One of the big Tesla accounts should consider running a poll asking shareholders if they think Elon should start buying back the TSLA shares he sold for Twitter to regain some of the control he gave up (voluntarily and notwithstanding his pledge to be first in last out) now that,25,4
TSLA,2025-08-01 16:35:01+00:00,@Lucia7248590816 @AydenMMiller Tesla stock is lower than where it was 58 months ago. Don’t expect it to go higher now that its share of global EV market has plummeted from 70% to &lt;4% as superior rivals crush it. Get why insiders keep selling $TSLA shares and not buying any? https://t.co/F0UBRMWZDK,0,0
TSLA,2025-08-01 16:34:55+00:00,@RandyWitt @AydenMMiller Tesla stock is lower than where it was 58 months ago. Don’t expect it to go higher now that its share of global EV market has plummeted from 70% to &lt;4% as superior rivals crush it. Get why insiders keep selling $TSLA shares and not buying any? https://t.co/F0UBRMWZDK,0,0
TSLA,2025-08-01 16:34:44+00:00,@dbielecki @AydenMMiller Tesla stock is lower than where it was 58 months ago. Don’t expect it to go higher now that its share of global EV market has plummeted from 70% to &lt;4% as superior rivals crush it. Get why insiders keep selling $TSLA shares and not buying any? https://t.co/F0UBRMWZDK https://t.co/l6auJKESfV,0,0
TSLA,2025-08-01 16:21:41+00:00,"$TSLA stock has been trading sideways for 4 years.

But the cars drive themselves now. https://t.co/yKxJ0xIL9F",482,26
TSLA,2025-08-01 16:20:47+00:00,"Seems pretty clear that Tesla adding new vehicles or expanding the service area will not move $TSLA stock significantly. The real signal for the stock is removing the safety driver.

I don’t think they get there with the current version of software, v13.3. They will need the next",1,0
TSLA,2025-08-01 15:58:09+00:00,"Amazing, for those who pressing $tsla price to create a short term illusion, time to buy back your position is very little and likely you are missing them https://t.co/eeXSkr0D9r",1,0
TSLA,2025-08-01 15:55:11+00:00,"If indeed the intention to give Elon 25% Voting power, then here’s the solution:

BUY BACK  $TSLA Shares he sold to buy another publicly traded company called Twitter as a CEO of publicly traded company !  

How ?!

Space X is approaching over 400B in valuation and he has over https://t.co/2MgdKlHhuj",96,11
TSLA,2025-08-01 15:47:25+00:00,I want to live an ordinary life and provide for my family &amp; see all of us healthy. I have very limited wants and my needs are always below the means. Only thing I want is more $TSLA shares! You do you.,0,0
TSLA,2025-08-01 15:41:00+00:00,"@Maldivawow Nope. And here Tesla FSD v13.2.9 attempts to smash through a closed road barrier, before the human driver intervenes.  Get why Tesla “robotaxis” are supervised and don’t operate on highways?  Why board chair Robyn Denholm sold nearly all her $TSLA stock?  https://t.co/fjOTcSPQix",1,0
TSLA,2025-08-01 15:40:53+00:00,"@Maldivawow “FSD 13.2.9 charges toward a busy intersection with dead traffic lights, no sign of stopping. Had to disengage to avoid chaos.”  Get why Tesla board chair Robyn Denholm sold nearly all her $TSLA stock?   https://t.co/EPRvqpBwES",1,0
TSLA,2025-08-01 15:25:29+00:00,"@Maldivawow Most drivers only need highway driving assistance; radar-based advanced driving systems from Lucid, Lexus / Toyota $TM, GM $GM, Ford $F, Mercedes, Audi $VWAGY offer better solutions than Tesla $TSLA 

Get why Tesla board chair Robyn Denholm sold nearly all her $TSLA stock?",0,0
TSLA,2025-08-01 15:23:38+00:00,@Maldivawow Yet another instance of dithering buffoon 🤡 Elon Musk’s perpetually defective / psychotic Tesla FSD v13.2.9 attempting a dangerous turn into oncoming traffic.  Get why Tesla board chair Robyn Denholm sold nearly all her $TSLA stock?  https://t.co/m6AUXKRqYC,2,1
TSLA,2025-08-01 15:23:24+00:00,@Maldivawow Tesla FSD almost kills family and proves why $TSLA was rated most dangerous car with highest accident fatality rate in the industry. Get why Tesla board chair Robyn Denholm sold nearly all her $TSLA stock?   https://t.co/lHE9RLfE5o,2,2
TSLA,2025-08-01 14:59:14+00:00,@CuriousPejjy @mrfundman Rome wasn’t built in a day! Keep building! I buy 2-3 $TSLA shares whenever I get paid every 2 weeks! 😍,1,0
TSLA,2025-08-01 14:50:32+00:00,"I love to see this loser's posts met with ""instant karma"" 😄!

He sold all his $TSLA stock some time back, and now he spends all his time justifying his disastrous decision!!

$PLTR https://t.co/ZqMy2RWH2D https://t.co/734W2tidCq",0,0
TSLA,2025-08-01 14:42:55+00:00,#tsla price earnings ratio too crazy.  Developments too slow. Promotions too loud. https://t.co/JEWMRztPeP,0,0
TSLA,2025-08-01 14:27:52+00:00,Big money wants your $TSLA shares https://t.co/7aHuIUNZGz,0,0
TSLA,2025-08-01 14:10:00+00:00,"🚨 SELL ALERT 

Closing most stocks before we confirm a bottom of the market bleed.

$UNH $OSCR $SOUN $MARA $LMND $TTD $ZETA

A few winners but more losers here that wiped half of our unrealized gains for the month.

Still holding $250k in $TSLA shares. https://t.co/BlAPcIFdHB",4,0
TSLA,2025-08-01 14:08:18+00:00,"@garyblack00 Great day to post all this when everything is red due to macro turbulence… fiat managers busy are today fielding concerns from their clients while retail investoors with low-time preference are chilling, stacking fake magic internet money and TSLA shares",2,0
TSLA,2025-08-01 13:44:38+00:00,@garyblack00 Tsla will be all good. Fluctuation before taking off. Uber is doomed to die. Add more TSLA shares and Uber leap put.,0,0
